Company ID,Creative,Email Sent Date
991760,Default Creative,01-Feb-18
769196,Default Creative,01-Feb-18
22490,Default Creative,01-Feb-18
220482,Default Creative,01-Feb-18
710232,Default Creative,01-Feb-18
601194,Default Creative,01-Feb-18
869303,Default Creative,01-Feb-18
478095,Default Creative,01-Feb-18
229945,Default Creative,01-Feb-18
525968,Default Creative,01-Feb-18
303251,Default Creative,01-Feb-18
178082,Default Creative,01-Feb-18
505557,Default Creative,01-Feb-18
934675,Default Creative,01-Feb-18
25280,Default Creative,01-Feb-18
901757,Default Creative,01-Feb-18
306655,Default Creative,01-Feb-18
479643,Default Creative,01-Feb-18
693860,Default Creative,01-Feb-18
174982,Default Creative,01-Feb-18
450363,Default Creative,01-Feb-18
540757,Default Creative,01-Feb-18
739657,Default Creative,01-Feb-18
483550,Default Creative,01-Feb-18
806184,Default Creative,01-Feb-18
346802,Default Creative,01-Feb-18
48831,Default Creative,01-Feb-18
194144,Default Creative,01-Feb-18
485529,Default Creative,01-Feb-18
547808,Default Creative,01-Feb-18
710492,Default Creative,01-Feb-18
778307,Default Creative,01-Feb-18
869529,Default Creative,01-Feb-18
853100,Default Creative,01-Feb-18
575951,Default Creative,01-Feb-18
656908,Default Creative,01-Feb-18
467687,Default Creative,01-Feb-18
354860,Default Creative,01-Feb-18
733025,Default Creative,01-Feb-18
62719,Default Creative,01-Feb-18
136757,Default Creative,01-Feb-18
321291,Default Creative,01-Feb-18
490025,Default Creative,01-Feb-18
320484,Default Creative,01-Feb-18
83130,Default Creative,01-Feb-18
534908,Default Creative,01-Feb-18
201490,Default Creative,01-Feb-18
472149,Default Creative,01-Feb-18
437166,Default Creative,01-Feb-18
836683,Default Creative,01-Feb-18
297137,Default Creative,01-Feb-18
740613,Default Creative,01-Feb-18
741621,Default Creative,01-Feb-18
13550,Default Creative,01-Feb-18
919634,Default Creative,01-Feb-18
347642,Default Creative,01-Feb-18
60829,Default Creative,01-Feb-18
426350,Default Creative,01-Feb-18
677046,Default Creative,01-Feb-18
967539,Default Creative,01-Feb-18
278415,Default Creative,01-Feb-18
730263,Default Creative,01-Feb-18
881799,Default Creative,01-Feb-18
462749,Default Creative,01-Feb-18
957235,Default Creative,01-Feb-18
609590,Default Creative,01-Feb-18
934064,Default Creative,01-Feb-18
831532,Default Creative,01-Feb-18
261805,Default Creative,01-Feb-18
9867,Default Creative,01-Feb-18
769200,Default Creative,01-Feb-18
792988,Default Creative,01-Feb-18
887362,Default Creative,01-Feb-18
110252,Default Creative,01-Feb-18
721794,Default Creative,01-Feb-18
288460,Default Creative,01-Feb-18
657002,Default Creative,01-Feb-18
823451,Default Creative,01-Feb-18
376133,Default Creative,01-Feb-18
857756,Default Creative,01-Feb-18
936625,Default Creative,01-Feb-18
644134,Default Creative,01-Feb-18
23319,Default Creative,01-Feb-18
642149,Default Creative,01-Feb-18
514819,Default Creative,01-Feb-18
395110,Default Creative,01-Feb-18
570557,Default Creative,01-Feb-18
784491,Default Creative,01-Feb-18
837496,Default Creative,01-Feb-18
709493,Default Creative,01-Feb-18
806510,Default Creative,01-Feb-18
117974,Default Creative,01-Feb-18
637965,Default Creative,01-Feb-18
397050,Default Creative,01-Feb-18
297200,Default Creative,01-Feb-18
460160,Default Creative,01-Feb-18
600646,Default Creative,01-Feb-18
197319,Default Creative,01-Feb-18
861889,Default Creative,01-Feb-18
653447,Default Creative,01-Feb-18
245056,Default Creative,01-Feb-18
212695,Default Creative,01-Feb-18
396723,Default Creative,01-Feb-18
698681,Default Creative,01-Feb-18
613307,Default Creative,01-Feb-18
366047,Default Creative,01-Feb-18
588662,Default Creative,01-Feb-18
834046,Default Creative,01-Feb-18
719163,Default Creative,01-Feb-18
904547,Default Creative,01-Feb-18
20931,Default Creative,01-Feb-18
792694,Default Creative,01-Feb-18
501462,Default Creative,01-Feb-18
359349,Default Creative,01-Feb-18
636907,Default Creative,01-Feb-18
853960,Default Creative,01-Feb-18
197016,Default Creative,01-Feb-18
970475,Default Creative,01-Feb-18
624622,Default Creative,01-Feb-18
145865,Default Creative,01-Feb-18
479835,Default Creative,01-Feb-18
80264,Default Creative,01-Feb-18
196152,Default Creative,01-Feb-18
692391,Default Creative,01-Feb-18
720828,Default Creative,01-Feb-18
961920,Default Creative,01-Feb-18
457316,Default Creative,01-Feb-18
354210,Default Creative,01-Feb-18
597802,Default Creative,01-Feb-18
579491,Default Creative,01-Feb-18
987091,Default Creative,01-Feb-18
210654,Default Creative,01-Feb-18
900043,Default Creative,01-Feb-18
186121,Default Creative,01-Feb-18
327304,Default Creative,01-Feb-18
870387,Default Creative,01-Feb-18
67087,Default Creative,01-Feb-18
147884,Default Creative,01-Feb-18
925788,Default Creative,01-Feb-18
49557,Default Creative,01-Feb-18
149566,Default Creative,01-Feb-18
335966,Default Creative,01-Feb-18
863838,Default Creative,01-Feb-18
820568,Default Creative,01-Feb-18
132490,Default Creative,01-Feb-18
156288,Default Creative,01-Feb-18
622018,Default Creative,01-Feb-18
657476,Default Creative,01-Feb-18
337246,Default Creative,01-Feb-18
802104,Default Creative,01-Feb-18
54299,Default Creative,01-Feb-18
262761,Default Creative,01-Feb-18
736180,Default Creative,01-Feb-18
302283,Default Creative,01-Feb-18
856261,Default Creative,01-Feb-18
205098,Default Creative,01-Feb-18
65050,Default Creative,01-Feb-18
275902,Default Creative,01-Feb-18
762511,Default Creative,01-Feb-18
162401,Default Creative,01-Feb-18
599021,Default Creative,01-Feb-18
800287,Default Creative,01-Feb-18
937669,Default Creative,01-Feb-18
112929,Default Creative,01-Feb-18
954054,Default Creative,01-Feb-18
378575,Default Creative,01-Feb-18
218750,Default Creative,01-Feb-18
741147,Default Creative,01-Feb-18
363355,Default Creative,01-Feb-18
494392,Default Creative,01-Feb-18
331111,Default Creative,01-Feb-18
47806,Default Creative,01-Feb-18
83867,Default Creative,01-Feb-18
639440,Default Creative,01-Feb-18
528609,Default Creative,01-Feb-18
466457,Default Creative,01-Feb-18
439445,Default Creative,01-Feb-18
195788,Default Creative,01-Feb-18
804114,Default Creative,01-Feb-18
22090,Default Creative,01-Feb-18
574427,Default Creative,01-Feb-18
319291,Default Creative,01-Feb-18
146299,Default Creative,01-Feb-18
352710,Default Creative,01-Feb-18
547969,Default Creative,01-Feb-18
473255,Default Creative,01-Feb-18
678611,Default Creative,01-Feb-18
578974,Default Creative,01-Feb-18
499099,Default Creative,01-Feb-18
264303,Default Creative,01-Feb-18
860509,Default Creative,01-Feb-18
328695,Default Creative,01-Feb-18
473334,Default Creative,01-Feb-18
681286,Default Creative,01-Feb-18
460010,Default Creative,01-Feb-18
85798,Default Creative,01-Feb-18
424003,Default Creative,01-Feb-18
372386,Default Creative,01-Feb-18
647611,Default Creative,01-Feb-18
336535,Default Creative,01-Feb-18
257738,Default Creative,01-Feb-18
358126,Default Creative,01-Feb-18
515071,Default Creative,01-Feb-18
116549,Default Creative,01-Feb-18
964183,Default Creative,01-Feb-18
205219,Default Creative,01-Feb-18
204807,Default Creative,01-Feb-18
241697,Default Creative,01-Feb-18
164912,Default Creative,01-Feb-18
113557,Default Creative,01-Feb-18
664725,Default Creative,01-Feb-18
179027,Default Creative,01-Feb-18
611634,Default Creative,01-Feb-18
969380,Default Creative,01-Feb-18
178904,Default Creative,01-Feb-18
868547,Default Creative,01-Feb-18
964074,Default Creative,01-Feb-18
861459,Default Creative,01-Feb-18
524513,Default Creative,01-Feb-18
42502,Default Creative,01-Feb-18
920228,Default Creative,01-Feb-18
791833,Default Creative,01-Feb-18
780132,Default Creative,01-Feb-18
239373,Default Creative,01-Feb-18
528040,Default Creative,01-Feb-18
166389,Default Creative,01-Feb-18
228646,Default Creative,01-Feb-18
62227,Default Creative,01-Feb-18
938905,Default Creative,01-Feb-18
909770,Default Creative,01-Feb-18
530726,Default Creative,01-Feb-18
465697,Default Creative,01-Feb-18
796252,Default Creative,01-Feb-18
903038,Default Creative,01-Feb-18
785916,Default Creative,01-Feb-18
768054,Default Creative,01-Feb-18
577428,Default Creative,01-Feb-18
711702,Default Creative,01-Feb-18
376795,Default Creative,01-Feb-18
834401,Default Creative,01-Feb-18
647237,Default Creative,01-Feb-18
328803,Default Creative,01-Feb-18
601605,Default Creative,01-Feb-18
943839,Default Creative,01-Feb-18
495564,Default Creative,01-Feb-18
955822,Default Creative,01-Feb-18
597702,Default Creative,01-Feb-18
114820,Default Creative,01-Feb-18
837584,Default Creative,01-Feb-18
787125,Default Creative,01-Feb-18
315483,Default Creative,01-Feb-18
866874,Default Creative,01-Feb-18
660462,Default Creative,01-Feb-18
547975,Default Creative,01-Feb-18
859965,Default Creative,01-Feb-18
522857,Default Creative,01-Feb-18
963706,Default Creative,01-Feb-18
889897,Default Creative,01-Feb-18
159509,Default Creative,01-Feb-18
313080,Default Creative,01-Feb-18
56103,Default Creative,01-Feb-18
470541,Default Creative,01-Feb-18
481506,Default Creative,01-Feb-18
371346,Default Creative,01-Feb-18
913584,Default Creative,01-Feb-18
846133,Default Creative,01-Feb-18
517492,Default Creative,01-Feb-18
444729,Default Creative,01-Feb-18
288435,Default Creative,01-Feb-18
373013,Default Creative,01-Feb-18
269013,Default Creative,01-Feb-18
540714,Default Creative,01-Feb-18
250408,Default Creative,01-Feb-18
846725,Default Creative,01-Feb-18
630097,Default Creative,01-Feb-18
609256,Default Creative,01-Feb-18
347080,Default Creative,01-Feb-18
923474,Default Creative,01-Feb-18
807957,Default Creative,01-Feb-18
44301,Default Creative,01-Feb-18
251417,Default Creative,01-Feb-18
495336,Default Creative,01-Feb-18
142567,Default Creative,01-Feb-18
881118,Default Creative,01-Feb-18
34361,Default Creative,01-Feb-18
507640,Default Creative,01-Feb-18
682515,Default Creative,01-Feb-18
375728,Default Creative,01-Feb-18
591622,Default Creative,01-Feb-18
788832,Default Creative,01-Feb-18
67942,Default Creative,01-Feb-18
680949,Default Creative,01-Feb-18
256937,Default Creative,01-Feb-18
180195,Default Creative,01-Feb-18
170568,Default Creative,01-Feb-18
916029,Default Creative,01-Feb-18
721896,Default Creative,01-Feb-18
156358,Default Creative,01-Feb-18
829086,Default Creative,01-Feb-18
665337,Default Creative,01-Feb-18
571612,Default Creative,01-Feb-18
493969,Default Creative,01-Feb-18
916065,Default Creative,01-Feb-18
450727,Default Creative,01-Feb-18
824490,Default Creative,01-Feb-18
949415,Default Creative,01-Feb-18
932220,Default Creative,01-Feb-18
282644,Default Creative,01-Feb-18
867468,Default Creative,01-Feb-18
584300,Default Creative,01-Feb-18
89630,Default Creative,01-Feb-18
22761,Default Creative,01-Feb-18
326772,Default Creative,01-Feb-18
646691,Default Creative,01-Feb-18
554852,Default Creative,01-Feb-18
372775,Default Creative,01-Feb-18
545819,Default Creative,01-Feb-18
701965,Default Creative,01-Feb-18
508761,Default Creative,01-Feb-18
535133,Default Creative,01-Feb-18
212630,Default Creative,01-Feb-18
830978,Default Creative,01-Feb-18
756298,Default Creative,01-Feb-18
34764,Default Creative,01-Feb-18
995439,Default Creative,01-Feb-18
156436,Default Creative,01-Feb-18
657274,Default Creative,01-Feb-18
676069,Default Creative,01-Feb-18
70033,Default Creative,01-Feb-18
584670,Default Creative,01-Feb-18
920556,Default Creative,01-Feb-18
725186,Default Creative,01-Feb-18
834781,Default Creative,01-Feb-18
369072,Default Creative,01-Feb-18
919770,Default Creative,01-Feb-18
809032,Default Creative,01-Feb-18
570491,Default Creative,01-Feb-18
569072,Default Creative,01-Feb-18
626796,Default Creative,01-Feb-18
717704,Default Creative,01-Feb-18
340510,Default Creative,01-Feb-18
540535,Default Creative,01-Feb-18
374048,Default Creative,01-Feb-18
182069,Default Creative,01-Feb-18
262663,Default Creative,01-Feb-18
12012,Default Creative,01-Feb-18
358130,Default Creative,01-Feb-18
867300,Default Creative,01-Feb-18
686061,Default Creative,01-Feb-18
378072,Default Creative,01-Feb-18
986272,Default Creative,01-Feb-18
993038,Default Creative,01-Feb-18
845422,Default Creative,01-Feb-18
772460,Default Creative,01-Feb-18
78843,Default Creative,01-Feb-18
795533,Default Creative,01-Feb-18
728117,Default Creative,01-Feb-18
923055,Default Creative,01-Feb-18
143754,Default Creative,01-Feb-18
194504,Default Creative,01-Feb-18
642119,Default Creative,01-Feb-18
231143,Default Creative,01-Feb-18
215188,Default Creative,01-Feb-18
86941,Default Creative,01-Feb-18
719006,Default Creative,01-Feb-18
317809,Default Creative,01-Feb-18
424579,Default Creative,01-Feb-18
496903,Default Creative,01-Feb-18
378559,Default Creative,01-Feb-18
101397,Default Creative,01-Feb-18
803229,Default Creative,01-Feb-18
895124,Default Creative,01-Feb-18
793055,Default Creative,01-Feb-18
141799,Default Creative,01-Feb-18
611230,Default Creative,01-Feb-18
539742,Default Creative,01-Feb-18
108317,Default Creative,01-Feb-18
671488,Default Creative,01-Feb-18
426519,Default Creative,01-Feb-18
731651,Default Creative,01-Feb-18
612504,Default Creative,01-Feb-18
679005,Default Creative,01-Feb-18
319979,Default Creative,01-Feb-18
930256,Default Creative,01-Feb-18
279565,Default Creative,01-Feb-18
938804,Default Creative,01-Feb-18
809323,Default Creative,01-Feb-18
272215,Default Creative,01-Feb-18
181477,Default Creative,01-Feb-18
317808,Default Creative,01-Feb-18
924233,Default Creative,01-Feb-18
90790,Default Creative,01-Feb-18
551757,Default Creative,01-Feb-18
848175,Default Creative,01-Feb-18
500836,Default Creative,01-Feb-18
611466,Default Creative,01-Feb-18
819201,Default Creative,01-Feb-18
535353,Default Creative,01-Feb-18
171451,Default Creative,01-Feb-18
555189,Default Creative,01-Feb-18
404859,Default Creative,01-Feb-18
215321,Default Creative,01-Feb-18
581159,Default Creative,01-Feb-18
246295,Default Creative,01-Feb-18
286020,Default Creative,01-Feb-18
941064,Default Creative,01-Feb-18
131183,Default Creative,01-Feb-18
879085,Default Creative,01-Feb-18
340983,Default Creative,01-Feb-18
308663,Default Creative,01-Feb-18
906102,Default Creative,01-Feb-18
996229,Default Creative,01-Feb-18
848959,Default Creative,01-Feb-18
829156,Default Creative,01-Feb-18
729905,Default Creative,01-Feb-18
784619,Default Creative,01-Feb-18
310102,Default Creative,01-Feb-18
141107,Default Creative,01-Feb-18
746368,Default Creative,01-Feb-18
635066,Default Creative,01-Feb-18
571145,Default Creative,01-Feb-18
637958,Default Creative,01-Feb-18
337600,Default Creative,01-Feb-18
670825,Default Creative,01-Feb-18
177637,Default Creative,01-Feb-18
418754,Default Creative,01-Feb-18
276235,Default Creative,01-Feb-18
257702,Default Creative,01-Feb-18
932357,Default Creative,01-Feb-18
507451,Default Creative,01-Feb-18
878656,Default Creative,01-Feb-18
591111,Default Creative,01-Feb-18
590465,Default Creative,01-Feb-18
681855,Default Creative,01-Feb-18
642061,Default Creative,01-Feb-18
718476,Default Creative,01-Feb-18
639279,Default Creative,01-Feb-18
415998,Default Creative,01-Feb-18
169291,Default Creative,01-Feb-18
289864,Default Creative,01-Feb-18
960555,Default Creative,01-Feb-18
384534,Default Creative,01-Feb-18
79419,Default Creative,01-Feb-18
575457,Default Creative,01-Feb-18
849571,Default Creative,01-Feb-18
966987,Default Creative,01-Feb-18
124921,Default Creative,01-Feb-18
57356,Default Creative,01-Feb-18
880173,Default Creative,01-Feb-18
656277,Default Creative,01-Feb-18
861346,Default Creative,01-Feb-18
35092,Default Creative,01-Feb-18
275463,Default Creative,01-Feb-18
450569,Default Creative,01-Feb-18
853796,Default Creative,01-Feb-18
602406,Default Creative,01-Feb-18
87618,Default Creative,01-Feb-18
224353,Default Creative,01-Feb-18
441251,Default Creative,01-Feb-18
410469,Default Creative,01-Feb-18
923090,Default Creative,01-Feb-18
523441,Default Creative,01-Feb-18
771734,Default Creative,01-Feb-18
784394,Default Creative,01-Feb-18
944883,Default Creative,01-Feb-18
83153,Default Creative,01-Feb-18
948143,Default Creative,01-Feb-18
358205,Default Creative,01-Feb-18
188583,Default Creative,01-Feb-18
596705,Default Creative,01-Feb-18
245267,Default Creative,01-Feb-18
658312,Default Creative,01-Feb-18
377002,Default Creative,01-Feb-18
927355,Default Creative,01-Feb-18
405768,Default Creative,01-Feb-18
262107,Default Creative,01-Feb-18
619500,Default Creative,01-Feb-18
135901,Default Creative,01-Feb-18
736546,Default Creative,01-Feb-18
603794,Default Creative,01-Feb-18
712396,Default Creative,01-Feb-18
10526,Default Creative,01-Feb-18
315067,Default Creative,01-Feb-18
190760,Default Creative,01-Feb-18
221168,Default Creative,01-Feb-18
751309,Default Creative,01-Feb-18
28029,Default Creative,01-Feb-18
717486,Default Creative,01-Feb-18
264573,Default Creative,01-Feb-18
76573,Default Creative,01-Feb-18
775922,Default Creative,01-Feb-18
693024,Default Creative,01-Feb-18
597048,Default Creative,01-Feb-18
707476,Default Creative,01-Feb-18
619851,Default Creative,01-Feb-18
615160,Default Creative,01-Feb-18
205941,Default Creative,01-Feb-18
81068,Default Creative,01-Feb-18
142258,Default Creative,01-Feb-18
421978,Default Creative,01-Feb-18
994882,Default Creative,01-Feb-18
854839,Default Creative,01-Feb-18
627798,Default Creative,01-Feb-18
821789,Default Creative,01-Feb-18
823227,Default Creative,01-Feb-18
333578,Default Creative,01-Feb-18
604039,Default Creative,01-Feb-18
207631,Default Creative,01-Feb-18
783856,Default Creative,01-Feb-18
101530,Default Creative,01-Feb-18
840161,Default Creative,01-Feb-18
435883,Default Creative,01-Feb-18
959309,Default Creative,01-Feb-18
37288,Default Creative,01-Feb-18
10620,Default Creative,01-Feb-18
502623,Default Creative,01-Feb-18
599572,Default Creative,01-Feb-18
598145,Default Creative,01-Feb-18
596896,Default Creative,01-Feb-18
869912,Default Creative,01-Feb-18
234502,Default Creative,01-Feb-18
686231,Default Creative,01-Feb-18
108003,Default Creative,01-Feb-18
601964,Default Creative,01-Feb-18
422340,Default Creative,01-Feb-18
479722,Default Creative,01-Feb-18
152327,Default Creative,01-Feb-18
720578,Default Creative,01-Feb-18
447822,Default Creative,01-Feb-18
321594,Default Creative,01-Feb-18
920218,Default Creative,01-Feb-18
908316,Default Creative,01-Feb-18
494338,Default Creative,01-Feb-18
701750,Default Creative,01-Feb-18
756044,Default Creative,01-Feb-18
240151,Default Creative,01-Feb-18
583347,Default Creative,01-Feb-18
799337,Default Creative,01-Feb-18
417833,Default Creative,01-Feb-18
514002,Default Creative,01-Feb-18
